Individual,OccurID,State,County,Beach,Monitoring,Date_Time,Latitude,Longitude,Condition,Class,Order,Suborder,Family,Genus,Species,DevStage,LOCATION,Year,month,day,season
10197,PBFAV20150901i000003,Santa Catarina,Garopaba,Praia da Silveira,Daily,01SEP15:08:01:00,-28.04189,-48.61,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2015,9,1,fall
9796,PBFAV20150901i000002,Santa Catarina,Garopaba,Praia da Silveira,Daily,01SEP15:08:14:00,-28.04025,-48.60937,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2015,9,1,fall
9729,PBFAV20150901i000001,Santa Catarina,Garopaba,Praia da Silveira,Daily,01SEP15:08:23:00,-28.04007,-48.60928,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2015,9,1,fall
6409,PBFRE20150903i000002,Santa Catarina,Garopaba,Praia de Garopaba,Daily,03SEP15:07:40:00,-28.02122,-48.62161,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2015,9,3,fall
10238,PBFAV20150903i000003,Santa Catarina,Imbituba,Praia do Rosa,Daily,03SEP15:07:54:00,-28.12827,-48.64144,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Adult,SOUTH,2015,9,3,fall
4054,PBFAV20150903i000001,Santa Catarina,Imbituba,Praia do Rosa,Daily,03SEP15:08:48:00,-28.12493,-48.64027,Dead,Aves,Procellariiformes,,Procellariidae,Puffinus,Puffinus puffinus,Unknown,SOUTH,2015,9,3,fall
10259,PBFAV20150904i000004,Santa Catarina,Imbituba,Praia do Rosa,Daily,04SEP15:07:12:00,-28.13073,-48.64227,Dead,Aves,Charadriiformes,,Laridae,Larus,Larus dominicanus,Adult,SOUTH,2015,9,4,fall
5210,PBFAV20150904i000003,Santa Catarina,Garopaba,Praia da Ferrugem,Daily,04SEP15:07:43:00,-28.08212,-48.62896,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2015,9,4,fall
2502,PBFRE20150904i000001,Santa Catarina,Garopaba,Praia do Siriú,Daily,04SEP15:08:18:00,-27.97817,-48.62929,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2015,9,4,fall
5043,PBFRE20150904i000002,Santa Catarina,Garopaba,Praia do Siriú,Daily,04SEP15:08:31:00,-27.97818,-48.629276,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2015,9,4,fall
1538,PBFAV20150905i000001,Santa Catarina,Imbituba,Praia do Rosa,Daily,05SEP15:08:36:00,-28.13153,-48.64256,Dead,Aves,Procellariiformes,,Procellariidae,Puffinus,Puffinus puffinus,Unknown,SOUTH,2015,9,5,fall
5498,PBFMA20150905i000002,Santa Catarina,Imbituba,Praia Vermelha,Weekly,05SEP15:10:02:00,-28.11577,-48.63603,Dead,Mammalia,Carnivora,Caniformia,Otariidae,Otaria,Otaria flavescens,Juvenile,SOUTH,2015,9,5,fall
9892,PBFAV20150906i000002,Santa Catarina,Imbituba,Praia do Rosa,Daily,06SEP15:07:46:00,-28.13015,-48.64201,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,SOUTH,2015,9,6,fall
10327,PBFRE20150906i000003,Santa Catarina,Palhoça,Praia da Pinheira,Daily,06SEP15:07:54:00,-27.88207,-48.59675,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,NORTH,2015,9,6,fall
6917,PBFAV20150906i000001,Santa Catarina,Imbituba,Praia do Rosa,Daily,06SEP15:08:10:00,-28.12294,-48.63905,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,SOUTH,2015,9,6,fall
5259,PBFAV20150907i000001,Santa Catarina,Garopaba,Praia do Siriú,Daily,07SEP15:08:56:00,-27.98781,-48.63068,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2015,9,7,fall
4579,PBFRE20150908i000001,Santa Catarina,Palhoça,Praia da Pinheira,Daily,08SEP15:06:51:00,-27.88043,-48.598,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,NORTH,2015,9,8,fall
4961,PBFAV20150908i000002,Santa Catarina,Palhoça,Praia da Pinheira,Daily,08SEP15:07:01:00,-27.88038,-48.59807,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,NORTH,2015,9,8,fall
10268,PBFAV20150908i000003,Santa Catarina,Imbituba,Praia do Rosa,Daily,08SEP15:07:01:00,-28.12365,-48.63968,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Adult,SOUTH,2015,9,8,fall
1116,PBFAV20150909i000001,Santa Catarina,Garopaba,Praia do Ouvidor,Daily,09SEP15:06:46:00,-28.10336,-48.63684,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2015,9,9,fall
3021,PBFAV20150909i000002,Santa Catarina,Garopaba,Praia do Ouvidor,Daily,09SEP15:07:02:00,-28.10244,-48.63596,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2015,9,9,fall
10223,PBFAV20150910i000008,Santa Catarina,Palhoça,Praia da Pinheira,Daily,10SEP15:07:07:00,-27.85547,-48.5993,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,NORTH,2015,9,10,fall
5244,PBFAV20150910i000004,Santa Catarina,Palhoça,Praia da Pinheira,Daily,10SEP15:07:31:00,-27.88103,-48.59755,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,NORTH,2015,9,10,fall
4987,PBFAV20150910i000003,Santa Catarina,Palhoça,Praia da Pinheira,Daily,10SEP15:07:40:00,-27.88324,-48.59542,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,NORTH,2015,9,10,fall
2437,PBFAV20150910i000002,Santa Catarina,Palhoça,Praia da Pinheira,Daily,10SEP15:07:54:00,-27.88498,-48.59026,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Adult,NORTH,2015,9,10,fall
10043,PBFAV20150910i000007,Santa Catarina,Imbituba,Praia do Rosa,Daily,10SEP15:08:09:00,-28.12546,-48.64057,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,SOUTH,2015,9,10,fall
5635,PBFAV20150910i000005,Santa Catarina,Palhoça,Praia de Cima,Daily,10SEP15:08:30:00,-27.88215,-48.5848,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,NORTH,2015,9,10,fall
1288,PBFAV20150910i000001,Santa Catarina,Garopaba,Praia de Garopaba,Daily,10SEP15:08:32:00,-28.01529,-48.62733,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Adult,CENTR,2015,9,10,fall
9940,PBFAV20150910i000006,Santa Catarina,Palhoça,Praia de Cima,Daily,10SEP15:08:42:00,-27.88343,-48.57881,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,NORTH,2015,9,10,fall
6050,PBFAV20150911i000002,Santa Catarina,Palhoça,Praia da Pinheira,Daily,11SEP15:07:03:00,-27.88498,-48.59015,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,NORTH,2015,9,11,fall
6423,PBFAV20150911i000003,Santa Catarina,Garopaba,Praia da Ferrugem,Daily,11SEP15:07:17:00,-28.07492,-48.62568,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2015,9,11,fall
8257,PBFAV20150911i000005,Santa Catarina,Palhoça,Praia da Pinheira,Daily,11SEP15:07:29:00,-27.84803,-48.5897,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,NORTH,2015,9,11,fall
10015,PBFAV20150911i000007,Santa Catarina,Garopaba,Praia da Silveira,Daily,11SEP15:07:47:00,-28.03704,-48.60747,Dead,Aves,Charadriiformes,,,,Unidentified Charadriiformes,Unknown,CENTR,2015,9,11,fall
4555,PBFAV20150911i000001,Santa Catarina,Imbituba,Praia do Rosa,Daily,11SEP15:07:57:00,-28.12364,-48.63968,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,SOUTH,2015,9,11,fall
6883,PBFAV20150911i000004,Santa Catarina,Palhoça,Praia de Cima,Daily,11SEP15:08:02:00,-27.88344,-48.57998,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,NORTH,2015,9,11,fall
9899,PBFAV20150911i000006,Santa Catarina,Palhoça,Praia de Cima,Daily,11SEP15:08:05:00,-27.8834,-48.5788,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Unknown,NORTH,2015,9,11,fall
10062,PBFAV20150912i000001,Santa Catarina,Garopaba,Praia da Barra,Daily,12SEP15:07:44:00,-28.08817,-48.63194,Dead,Aves,Charadriiformes,,Laridae,Sterna,Sterna sp.,Juvenile,CENTR,2015,9,12,fall
10093,PBFAV20150912i000002,Santa Catarina,Imbituba,Praia do Rosa,Daily,12SEP15:08:00:00,-28.12801,-48.6414,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,SOUTH,2015,9,12,fall
5962,PBFAV20150914i000005,Santa Catarina,Garopaba,Praia do Ouvidor,Daily,14SEP15:06:39:00,-28.10593,-48.63698,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2015,9,14,fall
8518,PBFAV20150914i000007,Santa Catarina,Imbituba,Praia do Rosa,Daily,14SEP15:07:16:00,-28.12722,-48.64124,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,SOUTH,2015,9,14,fall
2498,PBFAV20150914i000002,Santa Catarina,Garopaba,Praia de Garopaba,Daily,14SEP15:08:06:00,-28.01461,-48.62778,Dead,Aves,Charadriiformes,,Laridae,Sterna,Sterna hirundo,Juvenile,CENTR,2015,9,14,fall
1247,PBFAV20150914i000001,Santa Catarina,Garopaba,Praia de Garopaba,Daily,14SEP15:08:22:00,-28.01284,-48.62888,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2015,9,14,fall
4546,PBFAV20150914i000003,Santa Catarina,Garopaba,Praia de Garopaba,Daily,14SEP15:08:31:00,-28.01286,-48.62891,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Unknown,CENTR,2015,9,14,fall
6601,PBFAV20150914i000006,Santa Catarina,Garopaba,Praia de Garopaba,Daily,14SEP15:08:33:00,-28.01256,-48.62908,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2015,9,14,fall
5791,PBFRE20150914i000004,Santa Catarina,Garopaba,Praia do Siriú,Daily,14SEP15:09:02:00,-28.00638,-48.63098,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Caretta,Caretta caretta,Adult,CENTR,2015,9,14,fall
10240,PBFAV20150914i000008,Santa Catarina,Garopaba,Praia do Siriú,Daily,14SEP15:09:43:00,-27.99616,-48.63226,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2015,9,14,fall
10241,PBFRE20150914i000009,Santa Catarina,Garopaba,Praia do Siriú,Daily,14SEP15:09:51:00,-27.99452,-48.63207,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Caretta,Caretta caretta,Juvenile,CENTR,2015,9,14,fall
8247,PBFAV20150915i000002,Santa Catarina,Garopaba,Praia de Garopaba,Daily,15SEP15:07:25:00,-28.02155,-48.62102,Dead,Aves,Suliformes,,Phalacrocoracidae,Phalacrocorax,Phalacrocorax sp.,Adult,CENTR,2015,9,15,fall
6413,PBFRE20150915i000001,Santa Catarina,Garopaba,Praia de Garopaba,Daily,15SEP15:07:39:00,-28.01844,-48.62476,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2015,9,15,fall
8681,PBFRE20150917i000001,Santa Catarina,Palhoça,Praia da Pinheira,Daily,17SEP15:08:07:00,-27.85858,-48.6008,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,NORTH,2015,9,17,fall
9292,PBFRE20150920i000007,Santa Catarina,Palhoça,Praia da Pinheira,Daily,20SEP15:06:54:00,-27.8851,-48.5911,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,NORTH,2015,9,20,fall
8219,PBFAV20150920i000005,Santa Catarina,Palhoça,Praia da Pinheira,Daily,20SEP15:07:17:00,-27.87953,-48.59869,Alive,Aves,Charadriiformes,,Laridae,Larus,Larus dominicanus,Juvenile,NORTH,2015,9,20,fall
8066,PBFAV20150920i000004,Santa Catarina,Imbituba,Praia do Rosa,Daily,20SEP15:07:32:00,-28.13135,-48.64246,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,SOUTH,2015,9,20,fall
8495,PBFRE20150920i000006,Santa Catarina,Garopaba,Praia da Silveira,Daily,20SEP15:08:46:00,-28.03724,-48.60737,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Caretta,Caretta caretta,Unknown,CENTR,2015,9,20,fall
9725,PBFAV20150920i000008,Santa Catarina,Garopaba,Praia da Silveira,Daily,20SEP15:09:19:00,-28.03878,-48.60861,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Adult,CENTR,2015,9,20,fall
4893,PBFAV20150920i000003,Santa Catarina,Garopaba,Praia da Silveira,Daily,20SEP15:09:38:00,-28.03991,-48.60902,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2015,9,20,fall
368,PBFAV20150920i000002,Santa Catarina,Garopaba,Praia da Silveira,Daily,20SEP15:09:50:00,-28.03625,-48.60702,Dead,Aves,Charadriiformes,,Laridae,Sterna,Sterna sp.,Juvenile,CENTR,2015,9,20,fall
9970,PBFAV20150920i000009,Santa Catarina,Garopaba,Praia da Silveira,Daily,20SEP15:10:03:00,-28.04029,-48.60925,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2015,9,20,fall
350,PBFRE20150920i000001,Santa Catarina,"Florianópolis, Palhoça, São José",Baia Sul,Community call,20SEP15:13:39:00,-27.63832,-48.63271,Alive,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,,2015,9,20,fall
4514,PBFAV20150921i000003,Santa Catarina,Palhoça,Praia da Pinheira,Daily,21SEP15:07:31:00,-27.8628,-48.60164,Dead,Aves,Charadriiformes,,Laridae,Larus,Larus dominicanus,Adult,NORTH,2015,9,21,fall
1302,PBFAV20150921i000001,Santa Catarina,Imbituba,Praia do Rosa,Daily,21SEP15:08:04:00,-28.12773,-48.64124,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Adult,SOUTH,2015,9,21,fall
4386,PBFAV20150921i000002,Santa Catarina,Imbituba,Praia do Rosa,Daily,21SEP15:08:13:00,-28.12438,-48.64,Dead,Aves,Procellariiformes,,Procellariidae,Puffinus,Puffinus sp.,Adult,SOUTH,2015,9,21,fall
10071,PBFAV20150922i000008,Santa Catarina,Imbituba,Praia do Rosa,Daily,22SEP15:06:52:00,-28.1224,-48.63865,Dead,Aves,Charadriiformes,,Laridae,Sterna,Sterna sp.,Juvenile,SOUTH,2015,9,22,fall
7077,PBFAV20150922i000006,Santa Catarina,Imbituba,Praia Vermelha,Weekly,22SEP15:07:43:00,-28.11549,-48.63602,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,SOUTH,2015,9,22,fall
2319,PBFAV20150922i000001,Santa Catarina,Imbituba,Praia Vermelha,Weekly,22SEP15:07:52:00,-28.11547,-48.63603,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,SOUTH,2015,9,22,fall
9410,PBFAV20150922i000007,Santa Catarina,Garopaba,Praia de Garopaba,Daily,22SEP15:08:51:00,-28.01361,-48.62832,Dead,Aves,Procellariiformes,,Diomedeidae,Thalassarche,Thalassarche melanophris,Unknown,CENTR,2015,9,22,fall
4886,PBFAV20150922i000004,Santa Catarina,Garopaba,Praia de Garopaba,Daily,22SEP15:09:15:00,-28.01402,-48.62814,Dead,Aves,Charadriiformes,,Laridae,Sterna,Sterna sp.,Unknown,CENTR,2015,9,22,fall
2530,PBFAV20150922i000002,Santa Catarina,Garopaba,Praia de Garopaba,Daily,22SEP15:09:28:00,-28.01606,-48.62688,Dead,Aves,Charadriiformes,,Laridae,Larus,Larus dominicanus,Adult,CENTR,2015,9,22,fall
3401,PBFAV20150922i000003,Santa Catarina,Garopaba,Praia de Garopaba,Daily,22SEP15:09:39:00,-28.01935,-48.62382,Dead,Aves,Procellariiformes,,Diomedeidae,Thalassarche,Thalassarche melanophris,Juvenile,CENTR,2015,9,22,fall
5743,PBFAV20150922i000005,Santa Catarina,Garopaba,Praia de Garopaba,Daily,22SEP15:09:51:00,-28.01969,-48.6235,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2015,9,22,fall
10087,PBFAV20150922i000009,Santa Catarina,Garopaba,Praia da Silveira,Daily,22SEP15:10:30:00,-28.03841,-48.60835,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Adult,CENTR,2015,9,22,fall
1132,PBFAV20150923i000001,Santa Catarina,Imbituba,Praia do Rosa,Daily,23SEP15:07:01:00,-28.12221,-48.6385,Dead,Aves,Charadriiformes,,Laridae,Sterna,Sterna sp.,Unknown,SOUTH,2015,9,23,fall
7250,PBFAV20150923i000004,Santa Catarina,Palhoça,Praia da Pinheira,Daily,23SEP15:07:01:00,-27.85572,-48.59924,Dead,Aves,Suliformes,,Phalacrocoracidae,Phalacrocorax,Phalacrocorax brasilianus,Unknown,NORTH,2015,9,23,fall
3859,PBFRE20150923i000003,Santa Catarina,Palhoça,Praia da Pinheira,Daily,23SEP15:07:20:00,-27.88499,-48.59146,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,NORTH,2015,9,23,fall
1268,PBFAV20150923i000002,Santa Catarina,Garopaba,Praia de Garopaba,Daily,23SEP15:07:48:00,-28.0126,-48.62905,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2015,9,23,fall
8587,PBFAV20150923i000005,Santa Catarina,Garopaba,Praia de Garopaba,Daily,23SEP15:08:12:00,-28.01819,-48.6251,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2015,9,23,fall
3507,PBFRE20150924i000001,Santa Catarina,Unknown,Unknown,Community call,24SEP15:15:00:00,-27.60593,-48.57255,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,,2015,9,24,fall
5465,PBFRE20150926i000001,Santa Catarina,Palhoça,Praia da Pinheira,Daily,26SEP15:08:41:00,-27.84767,-48.58563,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,NORTH,2015,9,26,fall
1002,PBFAV20150927i000001,Santa Catarina,Garopaba,Praia de Garopaba,Daily,27SEP15:07:33:00,-28.01438,-48.62718,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2015,9,27,fall
9885,PBFAV20150927i000003,Santa Catarina,Garopaba,Praia de Garopaba,Daily,27SEP15:07:54:00,-28.0137,-48.62794,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2015,9,27,fall
10058,PBFAV20150927i000004,Santa Catarina,Imbituba,Praia Vermelha,Weekly,27SEP15:12:46:00,-28.1168,-48.63572,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,SOUTH,2015,9,27,fall
4275,PBFAV20150927i000002,Santa Catarina,Imbituba,Praia Vermelha,Weekly,27SEP15:12:55:00,-28.11649,-48.63581,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,SOUTH,2015,9,27,fall
7085,PBFAV20150929i000002,Santa Catarina,Garopaba,Praia de Garopaba,Daily,29SEP15:07:18:00,-28.02229,-48.62003,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2015,9,29,fall
8238,PBFAV20150929i000003,Santa Catarina,Palhoça,Praia da Pinheira,Daily,29SEP15:08:24:00,-27.88489,-48.58967,Alive,Aves,Suliformes,,Phalacrocoracidae,Phalacrocorax,Phalacrocorax sp.,Unknown,NORTH,2015,9,29,fall
4719,PBFMA20150929i000001,Santa Catarina,Garopaba,Praia da Barra,Daily,29SEP15:09:38:00,-28.08729,-48.63204,Dead,Mammalia,Cetacea,Odontoceti,Iniidae,Pontoporia,Pontoporia blainvillei,Unknown,CENTR,2015,9,29,fall
8236,PBFAV20150930i000001,Santa Catarina,Garopaba,Praia de Garopaba,Daily,30SEP15:06:45:00,-28.01763,-48.62553,Dead,Aves,Suliformes,,Phalacrocoracidae,Phalacrocorax,Phalacrocorax brasilianus,Unknown,CENTR,2015,9,30,fall
8237,PBFAV20150930i000002,Santa Catarina,Garopaba,Praia de Garopaba,Daily,30SEP15:06:56:00,-28.02092,-48.62189,Dead,Aves,Charadriiformes,,Laridae,Larus,Larus dominicanus,Adult,CENTR,2015,9,30,fall
9744,PBFRE20150930i000003,Santa Catarina,Garopaba,Praia do Siriú,Daily,30SEP15:09:24:00,-27.98884,-48.63111,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2015,9,30,fall
4117,PBFAV20151001i000001,Santa Catarina,Garopaba,Praia da Silveira,Daily,01OCT15:06:57:00,-28.03671,-48.60707,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2015,10,1,fall
3255,PBFAV20151002i000002,Santa Catarina,Palhoça,Praia de Cima,Daily,02OCT15:07:15:00,-27.88344,-48.58014,Dead,Aves,Charadriiformes,,Laridae,Sterna,Sterna sp.,Adult,NORTH,2015,10,2,fall
8311,PBFAV20151002i000005,Santa Catarina,Garopaba,Praia de Garopaba,Daily,02OCT15:07:35:00,-28.02217,-48.62009,Dead,Aves,Procellariiformes,,Procellariidae,Procellaria,Procellaria aequinoctialis,Unknown,CENTR,2015,10,2,fall
3534,PBFAV20151002i000003,Santa Catarina,Garopaba,Praia do Siriú,Daily,02OCT15:08:24:00,-27.97927,-48.62936,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Adult,CENTR,2015,10,2,fall
4748,PBFAV20151002i000004,Santa Catarina,Garopaba,Praia do Siriú,Daily,02OCT15:08:38:00,-27.97912,-48.62912,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Adult,CENTR,2015,10,2,fall
3093,PBFAV20151002i000001,Santa Catarina,Garopaba,Praia do Siriú,Daily,02OCT15:08:51:00,-27.97824,-48.6289,Dead,Aves,Charadriiformes,,Laridae,Sterna,Sterna sp.,Adult,CENTR,2015,10,2,fall
6785,PBFAV20151003i000003,Santa Catarina,Garopaba,Praia de Garopaba,Daily,03OCT15:06:42:00,-28.02352,-48.6157,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2015,10,3,fall
6393,PBFAV20151003i000002,Santa Catarina,Garopaba,Praia de Garopaba,Daily,03OCT15:06:56:00,-28.01728,-48.62584,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2015,10,3,fall
5929,PBFAV20151003i000001,Santa Catarina,Palhoça,Praia de Cima,Daily,03OCT15:07:45:00,-27.88266,-48.5835,Dead,Aves,Charadriiformes,,Laridae,Sterna,Sterna sp.,Adult,NORTH,2015,10,3,fall
7712,PBFAV20151004i000001,Santa Catarina,Garopaba,Praia de Garopaba,Daily,04OCT15:06:44:00,-28.01704,-48.62608,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2015,10,4,fall
10252,PBFAV20151004i000002,Santa Catarina,Palhoça,Praia da Pinheira,Daily,04OCT15:08:23:00,-27.87883,-48.59911,Dead,Aves,Charadriiformes,,Laridae,Larus,Larus dominicanus,Adult,NORTH,2015,10,4,fall
8511,PBFAV20151005i000001,Santa Catarina,Palhoça,Praia da Pinheira,Daily,05OCT15:07:25:00,-27.85571,-48.59955,Dead,Aves,Suliformes,,Sulidae,Sula,Sula leucogaster,Unknown,NORTH,2015,10,5,fall
10204,PBFAV20151005i000002,Santa Catarina,Garopaba,Praia da Silveira,Daily,05OCT15:09:48:00,-28.03796,-48.60796,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Adult,CENTR,2015,10,5,fall
6525,PBFAV20151006i000002,Santa Catarina,Imbituba,Praia do Rosa,Daily,06OCT15:07:37:00,-28.13152,-48.64241,Dead,Aves,Procellariiformes,,Diomedeidae,Thalassarche,Thalassarche sp.,Unknown,SOUTH,2015,10,6,fall
4721,PBFAV20151006i000001,Santa Catarina,Garopaba,Praia de Garopaba,Daily,06OCT15:08:58:00,-28.02252,-48.61932,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2015,10,6,fall
10152,PBFRE20151007i000003,Santa Catarina,Palhoça,Praia da Pinheira,Daily,07OCT15:07:09:00,-27.84885,-48.58057,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,NORTH,2015,10,7,fall
8235,PBFRE20151007i000002,Santa Catarina,Palhoça,Praia da Pinheira,Daily,07OCT15:07:38:00,-27.84845,-48.58151,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,NORTH,2015,10,7,fall
5466,PBFAV20151007i000001,Santa Catarina,Garopaba,Praia da Ferrugem,Daily,07OCT15:11:05:00,-28.07527,-48.62598,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2015,10,7,fall
