Individual,OccurID,State,County,Beach,Monitoring,Date_Time,Latitude,Longitude,Condition,Class,Order,Suborder,Family,Genus,Species,DevStage,LOCATION,Year,month,day,season
40753,PBFAV20170712i015125,Santa Catarina,Palhoça,Praia da Pinheira,Daily,12JUL17:09:30:00,-27.8847627,-48.5928953,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,NORTH,2017,7,12,summer
40802,PBFRE20170712i013068,Santa Catarina,Garopaba,Praia do Siriú,Daily,12JUL17:09:32:00,-27.9869698,-48.6305201,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2017,7,12,summer
40754,PBFAV20170713i015126,Santa Catarina,Palhoça,Praia de Cima,Daily,13JUL17:07:38:00,-27.8834195,-48.5808083,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,NORTH,2017,7,13,summer
40755,PBFRE20170713i015127,Santa Catarina,Palhoça,Praia da Pinheira,Daily,13JUL17:08:01:00,-27.8792567,-48.5986699,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,NORTH,2017,7,13,summer
40803,PBFAV20170713i013069,Santa Catarina,Garopaba,Praia do Siriú,Daily,13JUL17:10:13:00,-27.9951095,-48.6319563,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2017,7,13,summer
40804,PBFAV20170713i013070,Santa Catarina,Garopaba,Praia da Gamboa,Daily,13JUL17:11:19:00,-27.9589461,-48.6258012,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2017,7,13,summer
40756,PBFRE20170714i015128,Santa Catarina,Palhoça,Praia de Cima,Daily,14JUL17:07:35:00,-27.8835304,-48.5799351,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,NORTH,2017,7,14,summer
49172,PBFAV20170714i087002,Santa Catarina,Imbituba,Unknown,Community call,14JUL17:08:23:00,-28.2210568,-48.6716334,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,SOUTH,2017,7,14,summer
40757,PBFRE20170714i015129,Santa Catarina,Palhoça,Praia da Pinheira,Daily,14JUL17:08:32:00,-27.8848695,-48.592403,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,NORTH,2017,7,14,summer
40758,PBFAV20170714i015130,Santa Catarina,Palhoça,Praia da Pinheira,Daily,14JUL17:08:42:00,-27.8850035,-48.5919097,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,NORTH,2017,7,14,summer
40759,PBFRE20170714i015131,Santa Catarina,Garopaba,Praia de Garopaba,Daily,14JUL17:09:58:00,-28.0202115,-48.6226124,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2017,7,14,summer
40760,PBFRE20170714i015132,Santa Catarina,Garopaba,Praia de Garopaba,Daily,14JUL17:10:22:00,-28.0232497,-48.6167186,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2017,7,14,summer
40805,PBFRE20170715i013071,Santa Catarina,Garopaba,Praia de Garopaba,Daily,15JUL17:07:30:00,-28.0223138,-48.6197955,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2017,7,15,summer
40806,PBFRE20170715i013072,Santa Catarina,Garopaba,Praia de Garopaba,Daily,15JUL17:07:46:00,-28.0234241,-48.6141708,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2017,7,15,summer
40761,PBFAV20170715i015133,Santa Catarina,Palhoça,Praia de Cima,Daily,15JUL17:07:51:00,-27.8834443,-48.5791002,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,NORTH,2017,7,15,summer
40762,PBFRE20170715i015134,Santa Catarina,Palhoça,Praia da Pinheira,Daily,15JUL17:08:18:00,-27.8841307,-48.5939966,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,NORTH,2017,7,15,summer
40763,PBFAV20170715i015135,Santa Catarina,Palhoça,Praia da Pinheira,Daily,15JUL17:08:28:00,-27.8825413,-48.5963918,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,NORTH,2017,7,15,summer
40764,PBFAV20170716i015136,Santa Catarina,Palhoça,Praia da Pinheira,Daily,16JUL17:08:16:00,-27.8670296,-48.6019856,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,NORTH,2017,7,16,summer
40765,PBFRE20170718i015137,Santa Catarina,Palhoça,Praia da Pinheira,Daily,18JUL17:08:10:00,-27.8504355,-48.5948346,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,NORTH,2017,7,18,summer
40766,PBFAV20170718i015138,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,18JUL17:10:06:00,-27.9266098,-48.6087895,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2017,7,18,summer
40767,PBFAV20170719i015139,Santa Catarina,Palhoça,Praia da Pinheira,Daily,19JUL17:07:47:00,-27.8476505,-48.5866581,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,NORTH,2017,7,19,summer
40807,PBFAV20170719i013073,Santa Catarina,Garopaba,Praia da Barra,Daily,19JUL17:09:08:00,-28.0848805,-48.6318055,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2017,7,19,summer
29315,PBFAV20170719i016029,Santa Catarina,"Biguaçu, Florianópolis, São José",Baia Norte - Continente Sul,Weekly,19JUL17:10:53:00,-27.5463478,-48.6084528,Alive,Aves,Charadriiformes,,Laridae,Larus,Larus dominicanus,Juvenile,,2017,7,19,summer
40808,PBFAV20170720i013074,Santa Catarina,Imbituba,Praia do Rosa,Daily,20JUL17:07:31:00,-28.1307941,-48.6421728,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,SOUTH,2017,7,20,summer
40809,PBFAV20170720i013075,Santa Catarina,Garopaba,Praia de Garopaba,Daily,20JUL17:08:53:00,-28.0235048,-48.6159114,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2017,7,20,summer
40810,PBFRE20170720i013076,Santa Catarina,Garopaba,Praia da Silveira,Daily,20JUL17:10:52:00,-28.0390184,-48.6085446,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2017,7,20,summer
40811,PBFAV20170721i013077,Santa Catarina,Garopaba,Praia de Garopaba,Community call,21JUL17:07:49:00,-28.0233159,-48.613801,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2017,7,21,summer
40812,PBFAV20170721i013078,Santa Catarina,Garopaba,Praia da Silveira,Daily,21JUL17:08:27:00,-28.040366,-48.6090865,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2017,7,21,summer
40768,PBFAV20170722i015140,Santa Catarina,Palhoça,Praia da Pinheira,Daily,22JUL17:07:52:00,-27.8714481,-48.6015359,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,NORTH,2017,7,22,summer
40769,PBFRE20170722i015141,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,22JUL17:09:25:00,-27.9314825,-48.6125207,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2017,7,22,summer
40770,PBFAV20170722i015142,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,22JUL17:09:40:00,-27.9199626,-48.6030872,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2017,7,22,summer
40771,PBFAV20170722i015143,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,22JUL17:09:48:00,-27.9165209,-48.5999447,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2017,7,22,summer
40772,PBFAV20170722i015144,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,22JUL17:10:06:00,-27.9061934,-48.5887847,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2017,7,22,summer
54706,PBFAV20170722i000001,Santa Catarina,Imbituba,Praia do Rosa,Community call,22JUL17:15:07:00,-28.13702,-48.64187,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,SOUTH,2017,7,22,summer
54709,PBFAV20170722i000002,Santa Catarina,Garopaba,Praia do Ouvidor,Community call,22JUL17:16:07:00,-28.10289,-48.63638,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2017,7,22,summer
54987,PBFAV20170723i000010,Santa Catarina,Imbituba,Praia do Rosa,Daily,23JUL17:07:20:00,-28.13663,-48.64218,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,SOUTH,2017,7,23,summer
54988,PBFAV20170723i000011,Santa Catarina,Imbituba,Praia do Rosa,Daily,23JUL17:07:35:00,-28.13568,-48.6424,Dead,Aves,Procellariiformes,,Procellariidae,Procellaria,Procellaria aequinoctialis,Unknown,SOUTH,2017,7,23,summer
40773,PBFAV20170723i015145,Santa Catarina,Palhoça,Praia da Pinheira,Daily,23JUL17:07:42:00,-27.8842667,-48.5938759,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,NORTH,2017,7,23,summer
40774,PBFAV20170723i015146,Santa Catarina,Palhoça,Praia da Pinheira,Daily,23JUL17:07:53:00,-27.884706,-48.5927896,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,NORTH,2017,7,23,summer
40775,PBFAV20170723i015147,Santa Catarina,Palhoça,Praia de Cima,Daily,23JUL17:08:10:00,-27.8834593,-48.5789223,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,NORTH,2017,7,23,summer
54984,PBFAV20170723i000007,Santa Catarina,Garopaba,Praia de Garopaba,Daily,23JUL17:08:40:00,-28.01609,-48.6267,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2017,7,23,summer
40815,PBFAV20170723i013081,Santa Catarina,Garopaba,Praia de Garopaba,Daily,23JUL17:09:00:00,-28.0161116,-48.626669,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2017,7,23,summer
40816,PBFAV20170723i013082,Santa Catarina,Garopaba,Praia de Garopaba,Daily,23JUL17:09:00:00,-28.0174294,-48.6257071,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2017,7,23,summer
40817,PBFAV20170723i013083,Santa Catarina,Garopaba,Praia de Garopaba,Daily,23JUL17:09:02:00,-28.0184016,-48.6247277,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2017,7,23,summer
40818,PBFAV20170723i013084,Santa Catarina,Garopaba,Praia de Garopaba,Daily,23JUL17:09:12:00,-28.0187638,-48.624362,Dead,Aves,Procellariiformes,,Procellariidae,Procellaria,Procellaria aequinoctialis,Unknown,CENTR,2017,7,23,summer
40776,PBFAV20170723i015148,Santa Catarina,Garopaba,Praia da Gamboa,Daily,23JUL17:09:13:00,-27.9518023,-48.6243927,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2017,7,23,summer
54981,PBFAV20170723i000003,Santa Catarina,Garopaba,Praia de Garopaba,Daily,23JUL17:09:22:00,-28.02351,-48.61567,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2017,7,23,summer
54983,PBFAV20170723i000005,Santa Catarina,Garopaba,Praia de Garopaba,Daily,23JUL17:09:24:00,-28.02357,-48.61508,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2017,7,23,summer
40777,PBFAV20170723i015149,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,23JUL17:09:42:00,-27.9330661,-48.6136382,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2017,7,23,summer
54985,PBFAV20170723i000008,Santa Catarina,Garopaba,Praia da Silveira,Daily,23JUL17:09:54:00,-28.03623,-48.60653,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2017,7,23,summer
40778,PBFAV20170723i015150,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,23JUL17:09:57:00,-27.9310745,-48.6122209,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2017,7,23,summer
40779,PBFAV20170723i015151,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,23JUL17:10:24:00,-27.9213087,-48.604304,Alive,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2017,7,23,summer
40780,PBFAV20170723i015152,Santa Catarina,Paulo Lopes,Praia de Guardo do Embaú,Daily,23JUL17:10:34:00,-27.909752,-48.592967,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2017,7,23,summer
40820,PBFAV20170723i013086,Santa Catarina,Garopaba,Praia da Ferrugem,Daily,23JUL17:10:35:00,-28.0787522,-48.6282177,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2017,7,23,summer
40821,PBFAV20170723i013087,Santa Catarina,Garopaba,Praia da Barra,Daily,23JUL17:11:16:00,-28.0828735,-48.630443,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2017,7,23,summer
40822,PBFAV20170723i013088,Santa Catarina,Garopaba,Praia da Barra,Daily,23JUL17:11:21:00,-28.0854993,-48.6319154,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2017,7,23,summer
40823,PBFAV20170723i013089,Santa Catarina,Garopaba,Praia da Barra,Daily,23JUL17:11:26:00,-28.0860543,-48.6319953,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2017,7,23,summer
40781,PBFMA20170723i015153,Santa Catarina,Garopaba,Praia do Siriú,Community call,23JUL17:11:39:00,-27.9742808,-48.6283099,Dead,Mammalia,Cetacea,Odontoceti,Iniidae,Pontoporia,Pontoporia blainvillei,Juvenile,CENTR,2017,7,23,summer
40782,PBFAV20170723i015154,Santa Catarina,Garopaba,Praia do Siriú,Daily,23JUL17:11:50:00,-27.9830049,-48.6294925,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2017,7,23,summer
40783,PBFAV20170723i015155,Santa Catarina,Garopaba,Praia do Siriú,Daily,23JUL17:11:57:00,-27.9840693,-48.6295864,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2017,7,23,summer
40784,PBFRE20170723i015156,Santa Catarina,Garopaba,Praia do Siriú,Daily,23JUL17:12:02:00,-27.9899702,-48.6311865,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2017,7,23,summer
40785,PBFAV20170723i015157,Santa Catarina,Garopaba,Praia do Siriú,Daily,23JUL17:12:12:00,-28.0032466,-48.6317027,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2017,7,23,summer
40786,PBFAV20170723i015158,Santa Catarina,Garopaba,Praia do Siriú,Daily,23JUL17:12:14:00,-28.0034763,-48.6316468,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2017,7,23,summer
40787,PBFAV20170723i015159,Santa Catarina,Garopaba,Praia do Siriú,Daily,23JUL17:12:18:00,-28.0069549,-48.6308264,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2017,7,23,summer
40788,PBFAV20170723i015160,Santa Catarina,Garopaba,Praia do Siriú,Daily,23JUL17:12:24:00,-28.0070897,-48.630902,Dead,Aves,Procellariiformes,,Diomedeidae,Thalassarche,Thalassarche chlororhynchos,Adult,CENTR,2017,7,23,summer
40789,PBFAV20170723i015161,Santa Catarina,Garopaba,Praia do Siriú,Daily,23JUL17:12:29:00,-28.0077187,-48.6307253,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2017,7,23,summer
29317,PBFAV20170723i016031,Santa Catarina,Garopaba,Praia da Ferrugem,Community call,23JUL17:17:34:00,-28.07529,-48.62683,Alive,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Adult,CENTR,2017,7,23,summer
40961,PBFAV20170724i015162,Santa Catarina,Palhoça,Praia de Cima,Daily,24JUL17:07:39:00,-27.8827481,-48.5831335,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,NORTH,2017,7,24,summer
40824,PBFRE20170724i013090,Santa Catarina,Garopaba,Praia da Silveira,Daily,24JUL17:08:58:00,-28.0439224,-48.6102401,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,CENTR,2017,7,24,summer
40962,PBFAV20170724i015163,Santa Catarina,Garopaba,Praia da Gamboa,Daily,24JUL17:09:01:00,-27.9578553,-48.6259374,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2017,7,24,summer
40963,PBFAV20170725i015164,Santa Catarina,Palhoça,Praia de Cima,Daily,25JUL17:07:29:00,-27.8832541,-48.5813648,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,NORTH,2017,7,25,summer
40964,PBFAV20170725i015165,Santa Catarina,Palhoça,Praia de Cima,Daily,25JUL17:07:46:00,-27.8833994,-48.5792408,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,NORTH,2017,7,25,summer
40965,PBFAV20170725i015166,Santa Catarina,Palhoça,Praia de Cima,Daily,25JUL17:07:56:00,-27.8833673,-48.579248,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,NORTH,2017,7,25,summer
40966,PBFAV20170725i015167,Santa Catarina,Palhoça,Praia de Cima,Daily,25JUL17:08:07:00,-27.8833713,-48.579241,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,NORTH,2017,7,25,summer
40825,PBFAV20170725i013091,Santa Catarina,Garopaba,Praia de Garopaba,Daily,25JUL17:08:14:00,-28.0143103,-48.6278721,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2017,7,25,summer
40967,PBFAV20170725i015168,Santa Catarina,Palhoça,Praia da Pinheira,Daily,25JUL17:08:31:00,-27.8849899,-48.5902001,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,NORTH,2017,7,25,summer
40826,PBFAV20170725i013092,Santa Catarina,Garopaba,Praia de Garopaba,Daily,25JUL17:08:46:00,-28.0208172,-48.6227348,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2017,7,25,summer
40827,PBFAV20170725i013093,Santa Catarina,Garopaba,Praia de Garopaba,Daily,25JUL17:08:47:00,-28.0208172,-48.6227348,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2017,7,25,summer
40828,PBFAV20170725i013094,Santa Catarina,Garopaba,Unknown,Community call,25JUL17:09:20:00,-28.0193947,-48.610065,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2017,7,25,summer
40968,PBFAV20170725i015169,Santa Catarina,Garopaba,Praia da Gamboa,Daily,25JUL17:09:46:00,-27.9511674,-48.6241994,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2017,7,25,summer
41219,PBFAV20170725i015170,Santa Catarina,Garopaba,Praia do Siriú,Daily,25JUL17:11:02:00,-28.0035576,-48.6315876,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2017,7,25,summer
40829,PBFAV20170725i013095,Santa Catarina,Imbituba,Praia Vermelha,Weekly,25JUL17:12:09:00,-28.1158549,-48.6358975,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,SOUTH,2017,7,25,summer
40830,PBFAV20170726i013096,Santa Catarina,Imbituba,Praia do Rosa,Daily,26JUL17:07:42:00,-28.1272253,-48.6410351,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,SOUTH,2017,7,26,summer
29318,PBFAV20170726i016032,Santa Catarina,Palhoça,Unknown,Community call,26JUL17:16:20:00,-27.7479806,-48.6228275,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,NORTH,2017,7,26,summer
29319,PBFAV20170726i016033,Santa Catarina,Garopaba,Praia do Ouvidor,Community call,26JUL17:17:25:00,-28.1075312,-48.6363351,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2017,7,26,summer
40831,PBFAV20170727i013097,Santa Catarina,Imbituba,Praia do Rosa,Daily,27JUL17:07:28:00,-28.1358525,-48.6423525,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,SOUTH,2017,7,27,summer
41220,PBFRE20170727i015171,Santa Catarina,Palhoça,Praia da Pinheira,Daily,27JUL17:07:51:00,-27.8798642,-48.5982845,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,NORTH,2017,7,27,summer
41221,PBFAV20170727i015172,Santa Catarina,Palhoça,Praia da Pinheira,Daily,27JUL17:08:02:00,-27.8843313,-48.5938829,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,NORTH,2017,7,27,summer
41222,PBFAV20170727i015173,Santa Catarina,Palhoça,Praia da Pinheira,Daily,27JUL17:08:11:00,-27.8848512,-48.5924149,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,NORTH,2017,7,27,summer
41223,PBFAV20170727i015174,Santa Catarina,Palhoça,Praia da Pinheira,Daily,27JUL17:08:20:00,-27.8850589,-48.5905353,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,NORTH,2017,7,27,summer
44773,PBFAV20170727i015175,Santa Catarina,Palhoça,Praia de Cima,Daily,27JUL17:08:36:00,-27.8834634,-48.5790333,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,NORTH,2017,7,27,summer
44795,PBFAV20170727i015176,Santa Catarina,Palhoça,Praia de Cima,Daily,27JUL17:08:45:00,-27.8833592,-48.578832,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,NORTH,2017,7,27,summer
29320,PBFAV20170727i016034,Santa Catarina,Imbituba,Praia do Rosa,Community call,27JUL17:17:14:00,-28.12184,-48.63685,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,SOUTH,2017,7,27,summer
44796,PBFRE20170728i015177,Santa Catarina,Palhoça,Praia de Cima,Community call,28JUL17:07:43:00,-27.8833436,-48.581351,Dead,Reptilia,Testudines,Cryptodira,Cheloniidae,Chelonia,Chelonia mydas,Juvenile,NORTH,2017,7,28,summer
44807,PBFAV20170728i015178,Santa Catarina,Palhoça,Praia da Pinheira,Daily,28JUL17:08:02:00,-27.8840026,-48.588697,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,NORTH,2017,7,28,summer
44816,PBFAV20170728i015179,Santa Catarina,Palhoça,Praia da Pinheira,Daily,28JUL17:08:16:00,-27.8849956,-48.5916368,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,NORTH,2017,7,28,summer
44818,PBFAV20170728i015180,Santa Catarina,Palhoça,Praia da Pinheira,Daily,28JUL17:08:23:00,-27.8842293,-48.5939175,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,NORTH,2017,7,28,summer
44830,PBFAV20170728i015181,Santa Catarina,Palhoça,Praia da Pinheira,Daily,28JUL17:08:39:00,-27.8838019,-48.59461,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Adult,NORTH,2017,7,28,summer
44835,PBFAV20170728i015182,Santa Catarina,Palhoça,Praia da Pinheira,Daily,28JUL17:08:48:00,-27.8835011,-48.5950357,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,NORTH,2017,7,28,summer
44836,PBFAV20170728i015183,Santa Catarina,Garopaba,Praia do Siriú,Daily,28JUL17:10:54:00,-28.0042124,-48.6314439,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2017,7,28,summer
29321,PBFAV20170728i016035,Santa Catarina,Imbituba,Praia do Rosa,Community call,28JUL17:14:19:00,-28.12191,-48.63693,Alive,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,SOUTH,2017,7,28,summer
55301,PBFAV20170729i000001,Santa Catarina,Garopaba,Praia do Siriú,Community call,29JUL17:12:03:00,-27.9743536,-48.6278862,Alive,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,CENTR,2017,7,29,summer
44861,PBFAV20170730i015184,Santa Catarina,Palhoça,Praia de Cima,Daily,30JUL17:07:42:00,-27.8834511,-48.5802516,Dead,Aves,Sphenisciformes,,Spheniscidae,Spheniscus,Spheniscus magellanicus,Juvenile,NORTH,2017,7,30,summer
